pid,doi,wos_award_ids,crossref_award_ids,kuali_verified_award_ids
articles:21666,10.1186/s40623-018-0857-x,"NAS5-02099,NNX15AI62G,1401822,AGS-1451911,12602015166:1,FA9550-15-1-0179,FA9559-16-1-0364","1401822,AGS-1451911,University of Texas Arlington Grant 12602015166:1,FA9559-16-1-0364,FA9550-15-1-0179,NAS5-02099,NNX15AI62G,NASA Living With a Star Jack Eddy Postdoctoral Fellowship Progra",
articles:21650,10.5194/acp-18-6699-2018,VH-NG-1014,,
articles:21969,10.3847/1538-4365/aab771,,,
articles:21638,10.1525/elementa.291,ANR-15-CE04-0005,,
articles:21642,10.1088/1748-9326/aab048,,,
articles:21641,10.1088/1748-9326/aabf21,"1558/14,GA01101,603557,641816,12-NIW-006,2-1709,CRSII2_147659,200021_169241,200020_163206",,
articles:21684,10.4269/ajtmh.17-0693,,,
articles:21639,10.5194/amt-11-2653-2018,"NNX15AJ23G,NNX15AG57A",,
articles:21751,10.3390/w10050596,"RCEGR260003-01-00,NA16NOS4780204,CCF-1539567,GASI-GEOGE-03,GASI-04-01-02,41476047,41106045",,
articles:21640,10.5194/acp-18-6353-2018,"41430424,41730108,2016M602886",,
articles:21624,10.5194/gmd-11-1695-2018,"603445,724602",,
articles:21626,10.5194/amt-11-2537-2018,,,
articles:21627,10.5194/acp-18-6121-2018,NE/L501736/1,,
articles:21625,10.5194/amt-11-2567-2018,"AGS-1522830,AGS-1641177",AGS-1641177,"AGS1522830,AGS1641177"
articles:21628,10.1088/1748-9326/aabef2,DE-FC2-97ER62402,,
articles:21564,10.1007/s00382-017-3767-x,,,
articles:21582,10.1016/j.ocemod.2018.03.004,DMS-1407340,DMS-1407340,
articles:21566,10.1007/s00382-017-3830-7,"AGS-1353740,DE-SC0012602,NA15OAR4310086","DE–SC0012602,AGS–1353740,NA15OAR4310086",
articles:21775,10.1029/2018JA025353,"NNX14AI17G,FA9550-16-1-0364,PLR 1443703","PLR 1443703,FA9550-16-1-0364,NNX14AI17G",
articles:21754,10.1002/2018MS001284,"603542,ERC-2013-SyG-610028 IMBALANCE-P","603542,ERC-2013-SyG-610028 IMBALANCE-P",
articles:21750,10.1029/2017MS001219,"NNX16AO94G,41505131,DE-AC05-76RL01830","NNX16AO94G,41505131",DEAC0576RL01830
articles:21752,10.1029/2018EF000825,"2017YFA0603202,DE-SC0012711","2017YFA0603202,DE-SC0012711",DESC0012711
articles:21724,10.1002/2018EA000363,NNX01AO25A,NNX01AO25A,
technotes:563,10.5065/D6MK6BPR,,,
articles:21725,10.3390/atmos9050197,,,
articles:21584,10.1175/JCLI-D-17-0270.1,"OCE-1243015,NA13OAR4310138","OCE-1243015,NA13OAR4310138","NA13OAR4310138,OCE1243015"
articles:21702,10.1175/JAS-D-17-0295.1,DE-SC0016476,"UAE Research Program for Rain Enhancement Science,DE-SC0016476",DESC0016476
articles:21776,10.1002/2018JA025258,"NNX16AG64G,1554135,1554133","NNX16AG64G,1554135,1554133",
articles:21704,10.1175/JAMC-D-17-0137.1,"DE-EE0005373,ENE2012-38772-C02-01","DE-EE0005373,ENE2012-38772-C02-01",DEEE0005373
articles:21607,10.1175/JCLI-D-17-0739.1,17PJ1409800,17PJ1409800,
articles:21703,10.1175/JAS-D-17-0392.1,"AGS-1503860,AGS-1503885","AGS-1503860,AGS-1503885",
articles:21845,10.1029/2017GB005816,"PLR-1543457,OCE-1558225,OCE-1258995,OCE-1155240,NA12OAR4310058","PLR-1543457,OCE-1558225,OCE-1258995,OCE-1155240,NA12OAR4310058",
articles:21621,10.1175/MWR-D-17-0296.1,,,
articles:21583,10.1175/JCLI-D-17-0391.1,AGS-0753581,,
articles:21701,10.1175/JAS-D-17-0343.1,,,
articles:21630,10.1175/JCLI-D-17-0719.1,"DE-FC02-97ER62402,NSF-OCE-1245944","NSF-OCE-1245944,DE-FC02-97ER62402",
articles:21609,10.1175/JCLI-D-17-0492.1,163206,1338814,
articles:21608,10.1175/JCLI-D-17-0302.1,"NA14OAR4320106,NA08OAR4320752","NA14OAR4320106,NA08OAR4320752",
articles:21864,10.1002/joc.5512,AGS-1243030,AGS-1243030,AGS1243030
articles:21631,10.5194/essd-10-857-2018,"PR 919/4-1,FOR 1898,ER 474/3-1,SPP-1788","PR 919/4–1,ER 474/3–1,FOR 1898,SPP–1788",
articles:21629,10.1038/s41558-018-0144-7,"GBMF3269,AGS-1321745,AGS-1553715,DE-SC0012152",,
articles:21680,10.1002/2018JD028336,"1433358,AGS-1360745,AGS-1360834,83587701-0","1433358,AGS-136745,AGS-1360834,AGS-1360745,83587701-0",
articles:21681,10.1002/2017JD028213,15-CCST15-0025,15-CCST15-0025,
articles:21682,10.1002/2017JD027631,"2016YFC0202102,41575141,BK20161395","2016YFC0202102,41575141,BK20161395",
articles:21683,10.1029/2017JD028030,"NNX16AF90G,223252/F50,ESP2014-54362-P","ESP2014-54362-P,223252/F50,NNX16AF90G,NNX14AD83G","NNX14AD83G,NNX16AF90G"
articles:21545,10.1038/s41558-018-0097-x,2-1702,,
articles:21610,10.1186/s13071-018-2808-6,"R01 AI091843-02,NNX16AO98G","AI091843-02,NNX16AO98G",NNX16AO98G
articles:21986,10.1111/risa.12991,,,
articles:22290,10.1093/jme/tjy060,CC999999,,CC999999
articles:21611,10.5194/acp-18-5639-2018,"NNX14AF14G,NNX08AR67G",,
articles:21612,10.5194/tc-12-1499-2018,,,
articles:21816,10.3390/rs10040642,,,
articles:21585,10.5194/tc-12-1433-2018,"024.002.001,15-VUW-004,NNX15AD55G,1504230,610055,57001,CPER07_13 CIRA,ANR10 LABX56,ANR-10-EQPX-29-01,2016-016066,17H06104,16H02224,17K05664,SAW-2014-PIK-1,PalMod-1.1-TP5,PalMod-1.3-TP4","Regional and Global Climate Modeling and Earth System Modeling programs,1504230,NNX15AD55G,610055,grant 57001,PALMOD",
articles:21562,10.5194/acp-18-5157-2018,NE/J006173/1,NE/J006173/1,
articles:21586,10.5194/gmd-11-1467-2018,ATM-0425247,ATM-0425247,
articles:21635,10.1002/2017JD027775,"DE-SC0008568,DE-SC0008568,NNX13AQ29G,AGS-1062206,AGS-1305788,AGS-1543932","NNX13AQ29G,NNX13AQ29G,DE-SC0008568,DE-SC0008568,AGS-1543932,AGS-1305788,AGS-1062206",
articles:21632,10.1002/2017JD027782,"AGS-1552153,80NSSC17K0007,NNX14AH54G","AGS-1552153,80NSSC17K0007,NNX14AH54G",AGS1552153
articles:21633,10.1002/2017JD028007,"CGL2015-69699,2016-T2/AMB-1405,CGL2017-83198-R","CGL2015-69699,2016-T2/AMB-1405,CGL2017-83198-R",
articles:21756,10.1002/2017GL076770,NE/N006054/1,NE/N006054/1,
articles:21755,10.1002/2018GL077328,"41325017,41421063","41325017,41421063",
articles:21544,10.1016/j.agrformet.2018.01.025,"DE-SC0010625,IIA 1208732,EF-1241616,EF-1065029,7094866","IIA 1208732,EF-1241616,EF-1065029",
articles:21567,10.1038/s41467-018-03756-1,"610055,267696,726349,FPDI-2013-17443,IJCI-2015-23839",,
articles:21568,10.5194/acp-18-5001-2018,"276926,NNX12AD04G",,NNX12AD04G
articles:21569,10.5194/acp-18-4935-2018,,,
articles:21587,10.1021/acs.chemrev.7b00439,"AGS-1240604,CHE-1508526,NNX14AP46G,AGS-1331360","CHE-1508526,AGS-1331360,AGS-1240604,NNX14AP46G",
articles:21644,10.1002/2017GB005788,DE-SC0016539,DE-SC0016539,
articles:21570,10.1073/pnas.1719903115,"GA01101,PAGE21,282700",,
articles:21588,10.3847/1538-4357/aab607,"NNM12AB40P,NNX16AG90G,NNG09FA40C,NNG12WF67I,NNG04EA00C,262622,170935/V30,AST 1714955,NNX17AD33G,N00173-16-1-G029,s1061,s1472,s1630",,
articles:21634,10.1002/2017JD027697,"41675102,41430427,2017YFC1502102,GYHY201506002,201608320190","41675102,41430427,2017YFC1502102,GYHY201506002,201608320190",
articles:21492,10.1111/gcb.13979,"2015-67003-23485,TES DE-SC0014374,BSS DE-SC0016364,NA14OAR4320106","2015-67003-23485,TES DE-SC0014374,BSS DE-SC0016364,NA14OAR4320106",
articles:21476,10.1016/j.jenvrad.2018.01.006,,,
articles:21527,10.1088/1748-9326/aab2b3,,,
articles:21605,10.3390/rs10040514,10001389,10001389,
articles:21546,10.1016/j.asr.2017.09.029,"NNH13CJ33C,AGS-1552310","NNH13CJ33C,AGS-1552310",
articles:21547,10.3847/2041-8213/aab434,AGS-1531549,,
articles:21656,10.1002/2017MS001108,,,
articles:21652,10.1175/BAMS-D-16-0215.1,"ARC-0733023,ARC-1144117,NNX12AI29G",,
articles:21653,10.1175/BAMS-D-17-0046.1,G13AC00387,,
articles:21651,10.1175/BAMS-D-17-0287.1,,,
articles:21616,10.1002/eap.1682,"NNX16AQ34G,NNX14AR62A,MC15AC00006","NNX16AQ34G,NNX14AR62A,MC15AC00006",
articles:21657,10.1175/BAMS-D-16-0050.1,"GYHY201406001,91437218,91537211,91637312",,
articles:21655,10.1002/2017MS001157,"DE-AC02-05CH11231,DE-AC05-76RL01830",DE‐AC05‐76RL01830,DEAC0576RL01830
articles:21757,10.28974/idojaras.2018.2.2,"TAMOP/SROP-4.2.2.C-11/1/KONV-2012-0005,TAMOP-4.2.2.A-11/1/KONV-2012-0064",,
articles:21572,10.1175/JCLI-D-17-0521.1,"41420104002,2016YFA0600401,2011-0021927,1638256,KMIPA2016-6010,GC14-252,IBS-R028-D1","Grant Nos. 41420104002 and 41371209,Grant No. 2011-0021927,Grant KMIPA 2016-6010,1638256,GC14-252",
articles:21573,10.1175/JCLI-D-17-0600.1,2016R1A1A3A04005520,"2016R1A1A3A04005520,NOAA Climate and Global Change Postdoctoral Fellowship Program",
articles:21758,10.1175/JHM-D-17-0238.1,DE-SC0012711,DE-SC0012711,DESC0012711
articles:21643,10.1002/2017GB005751,"OCE-1048926,OCE-1558225,PLR-1543457,OCE-1258995,OCE-1155240,13-TERAQ13-0089,NA12OAR4310058","OCE-1048926,OCE-1558225,PLR-1543457,OCE-1258995,OCE-1155240,13-TERAQ13-0089,NA12OAR4310058",
articles:21615,10.1175/MWR-D-17-0239.1,NNX17AG95G,NNX17AG95G,
articles:21614,10.1175/JAS-D-17-0306.1,,,
articles:21613,10.1175/JAS-D-17-0128.1,PCIG13-GA-2013-618016,PCIG13-GA-2013-618016,
articles:21654,10.1002/2017SW001756,"16-05-01077,17-77-20009,CAS AGS-1033112","16-05-01077,17-77-20009,AGS-1033112",AGS1033112
articles:21706,10.1002/2017JA025107,"AGS-1033112,AGS-1552153,NNX14AH54G,FA9550-16-1-0050,SPP 1788 (DynamicEarth)-CH 1482/1-1,NNX13AI62G,AGS-1343056","AGS-1033112,NNX14AH54G,FA9550-16-1-0050,SPP 1788,NNX13AI62G,AGS-1343056","AGS1033112,AGS1552153"
articles:21705,10.1002/2018JA025234,"41674155,41774152,41621063,2017258","41674155,41774152,41621063,2017258",
articles:21589,10.1063/1.5022034,"NSF-0949446,NSF-1550901",,
articles:21561,10.1111/cgf.13336,,,
articles:21548,10.5194/angeo-36-509-2018,"41674153,41521063,41431073",,
usclivar:109,10.5065/D6TH8KGW,,,
articles:21549,10.5194/esd-9-299-2018,"DE-AC02-05CH11231,261821",DE-AC02-05CH11231,
articles:21637,10.1126/sciadv.aao2824,"NE/J010472/1,NE/J009857/1","NE/J010472/1,NE/J009857/1",
articles:21590,10.1002/2017GL076520,"NE/K007483/1,NE/N006038/1,229778,S-12-3,JP15H01728,JP15K12190,NE/K500872/1,229771,207711/E10,nn2345k,ns2345k","JP15H01728,JP15K12190,NE/N006038/1,NE/K007483/1,NE/K500872/1,NE/K500872/1,NE/N006038/1,NE/K007483/1,ns2345k,nn2345k,207711/E10,229771,EVA (227771),EarthClim (207711/E10),NOTUR (nn2345k),NorStore (ns2345k),NAPEX (229778),JP15K12190,JP15H01728",
articles:21593,10.1002/2017JD027791,,,
articles:21592,10.1002/2017JD027688,"NNX10AR36G,NNX10AR40G","NNX10AR36G,NNX10AR40G",NNX10AR40G
articles:21594,10.1002/2017JD028009,NRF-2017M3D8A1092022,NRF-2017M3D8A1092022,
articles:21780,10.1111/ele.12942,"DMR-1608211,1623243,2012145","1608211,1623243,2012145",
articles:21591,10.1002/2018GL077062,AGS-1660587,AGS-1660587,
articles:21987,10.1111/risa.12983,,,
articles:21508,10.1073/pnas.1702393115,"DE-SC-001-0624,DE-FG02-04ER63904,DE-SC0005236,DE-SC0010625,EF-1137336,EF-01241286,EF-01240142,EAR-0321918,NA14OAR4310178,NA09OAR4310064,DE-SC0010625,DE-SC0010624","DE-SC-001-0624,DE-FG02-04ER63904,DE-SC0005236,DE-SC0010625,EF-01241286,EF-01240142,NA14OAR4310178,EF-1137336",
articles:21528,10.5194/acp-18-3919-2018,"2015DFA20870,2016YFC0203302,41505102,8171002","2015DFA20870,2016YFC0203302",
articles:21503,10.1007/s00382-017-3749-z,"641727,291406,G2011-STAR-D-183520501","641727,291406,291406,G2011- STAR-D-183520501",
articles:21509,10.5194/gmd-11-1033-2018,"DP1201100343,278636,NE/K008536/1,SR140300001,15110009,1151427,ACT1410,NC120066",,
articles:21510,10.5194/gmd-11-1009-2018,"NE/M005828/1,GA01101,NE/M005828/1,NE/P006779/1,26287117,15KK0178,2-1503,ANR-15-JCLI-0004-01,StratoClim-603557-FP7-ENV.2013.6.1-2,NRF-2015R1C1A1A02036449,FKZ 01LP1519A,CGL2015-68342-R,AECT-2017-3-0015","NRF-2015R1C1A1A02036449,603557,ANR-15-JCLI-0004-01,2-1503,15KK0178,26287117,SOUSEI,N/K,NE/P006779/1,NE/M005828/1,CGL2015-68342-R",
articles:21512,10.3847/1538-4357/aaafd5,,,
articles:21530,10.1002/2018JD028377,"DMS 1419593,2015-67003-23508,2015-67003-23460","DMS 1419593,2015-67003-23508,2015-67003-23460",20156700323460
articles:21532,10.1002/2017JD027917,"DESC0010624,NA140AR4310178,AGS 1723337","DESC0010624,NA140AR4310178,AGS 1723337",
articles:21531,10.1002/2017JD027411,AGS 14-19398,AGS 14-19398,
articles:21529,10.1002/2017JD027995,,,
articles:21534,10.1002/2017JD028168,"Z151100002115045,2015DFA20870,2015-67003-23508,2015-67003-23460,CSC 201608320202,KYCX17_0886","2015-67003-23460,2015-67003-23508,201608320202,KYCX17_0886,2015DFA20870,Z151100002115045",20156700323460
articles:21533,10.1002/2017JD027732,"41671335,2015CB953702,69-3A75-17-54","41671335,2015CB953702,69-3A75-17-54",
articles:21511,10.1016/j.agrformet.2017.11.012,"NNX16AI56G,2017-67013-26253,2015-67003-23489,OCI-0725070,ACI-1238993","NNX16AI56G,2017-67013-26253,2015-67003-23489,OCI-0725070,ACI-1238993",20156700323489
articles:21599,10.1002/2017MS001208,"DE-AC52-07NA27344,GC14-252",GC14-252,
articles:21499,10.1038/s41467-018-03474-8,DE-FC02-97ER62402,,
articles:21513,10.1088/1748-9326/aaafd6,DE-FC02-97ER62402,,
articles:21708,10.3390/atmos9030106,,,
articles:21478,10.1007/s10584-017-2119-5,DP130103261,,
articles:21500,10.5194/essd-10-405-2018,,,
articles:21501,10.5194/hess-22-1775-2018,,,
articles:21502,10.1126/science.aao6379,"ER65358,DE-SC0016539","ER65358,DE-SC0016539,RUBISCO Science Focus Area",
articles:21595,10.1002/2017JA024746,"NNX14AI13G,80NSSC17K0013,NNX17A142G,NNX15AB83G,NNX14AE06G,NNX17AI42G","NNX17AI42G,NNX14AE06G,NNX15AB83G,NNX17A142G,80NSSC17K0013,NNX14Al13G","80NSSC17K0013,NNX14AE06G,NNX17AI42G"
articles:21477,10.1038/s41561-018-0059-y,"NE/P006760/1,GA01101,1023592,GCXE17S038",,
technotes:562,10.5065/D6NV9H2Z,,,
articles:21507,10.3847/1538-3881/aaaebf,NNX15AB91G,,
articles:21262,10.1061/(ASCE)WR.1943-5452.0000903,,,
articles:21281,10.1016/j.atmosenv.2017.12.036,ASG-1048829,"RD-83522801-0,ASG-1048829",
usclivar:105,10.5065/D6445K82,,,
articles:21574,10.1093/icesjms/fsx168,23150300,231503-00,
articles:21575,10.1016/j.envint.2017.12.027,"2014CB954301,2014CB954303,41621061,1444758","2014CB954301,2014CB954303,41621061",
articles:21537,10.1016/j.gloplacha.2018.01.002,"41475099,2017YFA0604302,2017YFA0604804,2015059,DE-FC03-97ER62402/A0101","41475099,2017YFA0604302,2017YFA0604804,2015059,DE-FC03-97ER62402/A0101",
articles:21535,10.1175/JAMC-D-17-0113.1,AGS-1419563,AGS-1419563,AGS1419563
articles:21598,10.1002/2017MS001209,"DE-AC52-07NA27344,GC14-252",GC14-252,
articles:21600,10.1002/2017EF000684,2016YFA0602701,2016YFA0602701,
articles:21597,10.1002/2017MS001248,"7094866,2015-67003-23485,DEB 1637686","2015-67003-23485,DEB 1637686",
articles:21645,10.1002/2017JA024781,"FA9550-16-1-0059,MURI FA9559-16-1-0364,41674157","FA9550-16-1-0059,MURI FA9559-16-1-0364,41674157",
articles:21550,10.1175/MWR-D-17-0215.1,"AGS-1524267,DE-SC0012827","AGS-1524267,DE-SC0012827",
articles:21618,10.1175/JAS-D-17-0145.1,,,
articles:21536,10.1175/JAMC-D-17-0161.1,,,
articles:21646,10.1175/JAS-D-17-0197.1,"41505038,41375053,91637211,AGS-1114849,AGS-1305798","AGS-1114849,AGS-1305798,41375053,91637211,41505038",
articles:21514,10.1175/JCLI-D-17-0321.1,AGS-1349990,AGS-1349990,
articles:22045,10.1017/S1743921317011334,,,
articles:21394,10.1080/19386389.2018.1440927,,,
articles:21516,10.1002/2017GL076293,ARC-1253154,ARC-1253154,
articles:21515,10.1002/2017GL076966,,,
articles:21479,10.5194/hess-22-1437-2018,,,
articles:21480,10.1073/pnas.1717312115,"NNX13AI26G,NNX17AH35G,NNX14AJ98G,NNH12ZDA001N,NNX16AH56G","NNX13AI26G,NNX17AH35G,NNX14AJ98G,NNH12ZDA001N,NNX16AH56G",
articles:21563,10.1002/2017JD027341,1447832,1447832,
articles:21481,10.5194/gmd-11-697-2018,"ACI-1532235,ACI-1532236,DEAC02-05CH11231",,
articles:22036,10.1103/Physics.11.21,,,
articles:21226,10.1017/jfm.2017.808,CMMI-1537232,,
articles:21482,10.5194/amt-11-1061-2018,NNX15AK98G,,NNX15AK98G
articles:21371,10.1007/s10584-017-2136-4,,,
articles:21483,10.5194/esd-9-135-2018,"CE110001028,641816",,
articles:21211,10.1017/jfm.2017.833,"N00014-12-1-0105,DE-SC0012605,N00014-14-1-0626",,DESC0012605
articles:21356,10.5194/essd-10-317-2018,DE-FC02-97ER62402,"RGCM Cooperative Agreement DE-FC02-97ER62402,NCAR,NCAR Advanced Studies Program Postdoctoral Fellowship",
articles:21484,10.1021/acs.est.7b05575,"AGS-1523500,1745301","1745301,AGS-1523500",
articles:22059,10.3389/fmars.2018.00046,"GEO-1211972,NSF GRFP: DGE-1148900",,
articles:21341,10.1126/science.aaq0524,"NA17OAR4310003,AGS-1151062,AGS-1360834,2016-7173,G-2016-7050,RGPIN/05002-2014,2016-PR-192364,NNH14AX01I","AGS-1360834,AGS-1360834,AGS-1151062,NA17OAR4310003,2016-7173,G-2016-7050,2016-7173,RGPIN/05002-2014,2016-PR-192364",
articles:21357,10.3847/1538-4357/aaa251,"ESP2013-47349-C6-1-R,ESP2016-77548-C5-1-R,NNX12AB35G",,
articles:21358,10.1038/s41598-018-21537-0,UWAS0057,,
articles:21360,10.5194/acp-18-2307-2018,"ANR-10-LABX-0018,TO 967/1-1,163206,NEK/K012150/1,AGS-1430051,FKZ: 01LP1517B,FP7-ENV.2013.6.1-2,603557,20F121_138017,200021_169241",1508624,
articles:21359,10.5194/acp-18-2225-2018,"CEA 12-27-C-DSPG/CAJ - CNRS 77265,ANR-13-BS06-0004",,
articles:21361,10.5194/amt-11-835-2018,"DGE 1144083,PLR-1303864,PLR-1303879,PLR-1314156,PLR-1304692,ATM-0454999","1144083,1303864,1303879,1314156",
articles:21342,10.1038/sdata.2018.12,,,
articles:21343,10.1038/s41467-017-02771-y,"458022/2013-6,305054/2016-3,573797/2008-0,2008/57719-9,2008/58120-3,2011/51841-0,2015/50484-0,NERC-NE/F015356/2,NE/l018123/1,230860,NE/F005806/1,NE/K016431/1,283080",,
articles:21344,10.1038/s41598-018-21247-7,"2016YFC1401601,2016YFC1401604,41576002,41730536,2014A030306049,14283,OCE-0814893,OCE-1049088",,
articles:21487,10.1002/2017GL076950,"1135432,NNX14AH54G,NNX15AJ24G,NNX16AB82G","1135432,NNX14AH54G,NNX16AB82G,NNX15AJ24G",NNX16AB82G
articles:21335,10.1073/pnas.1718453115,,GoMRI SA-1515,
articles:21336,10.1073/pnas.1716760115,"AGS-PRF 1331373,300-15-006","AGS-PRF 1331373,CERC-WET/CEC 300-15-006",
articles:21254,10.1007/s11214-017-0449-2,"NNG12FA45C,NNG12FA42I",,
articles:21485,10.1002/2017JD027357,,,
articles:21321,10.1525/elementa.265,"75007,691739",,
articles:21486,10.1002/2017GL075989,"CAS AGS-1033112,16-05-01077","CAS AGS‐1033112,16‐05‐01077",AGS1033112
articles:21384,10.1007/s10584-016-1615-3,"41521004,41275070,41405010,2012CB955303,lzujbky-2015-k02,DE-FC02-97ER62402",,
articles:21376,10.1007/s10533-018-0424-3,"EAR-1331408,EAR-1123454,BCS-1349952,NIFA 2015-67003-23485,TES DE-SC0014374,HAW01130-H",,
articles:21316,10.1126/science.aam8328,"2015-67003-23485,NNX14AL86G","NNX14AL86G,2015-67003-23485",
articles:21337,10.5194/acp-18-1457-2018,"ABPZuK-03/2014,01LG1213A","ABPZuK-03/2014,01LG1214A",
articles:21317,10.3847/1538-4357/aaa70d,,,
articles:21319,10.1111/1752-1688.12586,,,
articles:21333,10.1016/j.agrformet.2017.11.030,"EPS-1101245,EF-1048481,EF-1638688,NNX12AK56G S01,1006997",,EF1048481
articles:21395,10.1016/j.ocemod.2017.12.006,,,
articles:21379,10.1007/s10584-016-1779-x,"R00ES022631,R21ES020152,1331399,AGS-1243095,NNX10AK79G","R00ES022631,R00ES022631,R21ES020152,R21ES020152,1331399,1331399,AGS-1243095,NNX10AK79G,Weather and Climate Impacts Assessment Science Program","AGS1243095,NNX10AK79G"
articles:21377,10.1007/s10584-016-1775-1,"NNX10AK79G,DMS-1106862,DMS-1417856","NNX10AK79G,DMS-1106862,DMS-1417856",NNX10AK79G
articles:21380,10.1007/s10584-016-1656-7,"DMS-1243102,DE-FC02-97ER62402","DMS-1243102,DE-FC02-97ER62402",
articles:21378,10.1007/s10584-015-1513-0,AGS-1419563,,AGS1419563
articles:21276,10.1016/j.palaeo.2017.12.001,"0720307,2015-153","0720307,2015-153",
articles:21365,10.1007/s10584-016-1679-0,"GEO-1010204,IR01AI091843","GEO-1010204,IR01AI091843",GEO1010204
articles:21368,10.1007/s10584-017-2009-x,,,
articles:21363,10.1007/s10584-016-1776-0,"R00ES022631,R21ES020152,1331399,AGS-1243095,NNX10AK79G","R00ES022631,R21ES020152,R00ES022631,1331399,AGS-1243095,NNX10AK79G","AGS1243095,NNX10AK79G"
articles:21366,10.1007/s10584-016-1791-1,AGS-1243095,,AGS1243095
articles:21403,10.1039/C7PP90043K,"EF 1638704,304519,DEB-1655622,1351745",,
articles:21387,10.1007/s10584-015-1504-1,"AGS-1243095,NNX10AK79G,K99ES022631,R21ES020152",,"AGS1243095,NNX10AK79G"
articles:21364,10.1007/s10584-015-1537-5,DE-FC02-97ER62402,,
articles:21388,10.1007/s10584-015-1567-z,DE-FC02-97ER62402,,
articles:21370,10.1007/s10584-016-1809-8,"1304321,DE-FC02-97ER62402","DE-FC02-97ER62402,1304321",
articles:21372,10.1007/s10584-017-2133-7,"CHE-1314040,DE-FC02-97ER62402,AGS-1243095",,AGS1243095
articles:21373,10.1007/s10584-017-1902-7,DE-AC02-06CH11357,DE-AC02-06CH11357,
articles:21385,10.1007/s10584-016-1616-2,,,
articles:21382,10.1007/s10584-016-1750-x,DE-FC02-97ER62402,,
articles:21386,10.1007/s10584-015-1565-1,DE-FC02-97ER62402,,
articles:21381,10.1007/s10584-016-1605-5,"DE-FC02-97ER62402,DE-AC02-05CH11231",,
articles:21504,10.1175/BAMS-D-16-0206.1,"1501993,1501997,1501292,1502301,1543457,1535364,1104642,NNH14ZDA001N-RRNES,ark:/85065/d7wd3xhc",,1501993
articles:21506,10.1175/BAMS-D-17-0107.1,DE- SC0012711,,SC0012711
articles:21602,10.1002/2017MS001140,"2013/08/A/ST10/00291,2015/19/P/ST10/02596,665778,G64-5","2013/08/A/ST10/00291,2015/19/P/ST10/02596,665778,ark:/85065/d7wd3xhc,G64-5",
articles:21551,10.1175/MWR-D-17-0187.1,,,
articles:21553,10.1175/MWR-D-17-0297.1,"AGS-1560945,NA15OAR4590191",AGS=1560945,NA15OAR4590191
articles:21554,10.1175/MWR-D-17-0242.1,"PRF 1431053,NA14OAR4830172","PRF 1431053,NA14OAR4830172",
articles:21552,10.1175/MWR-D-17-0336.1,"AGS-1305798,N000140910526","1305798,N000140910526,Supercomputing allocation",
articles:21619,10.1175/WAF-D-17-0108.1,"2013CB430102,GYHY201506004","2013CB430102,GYHY201506004",
articles:21523,10.1175/JCLI-D-17-0319.1,DE-FC02-97ER62402,DE-FC02-97ER62402,
articles:21374,10.1175/JCLI-D-17-0047.1,"CGL2011-2486,SAW-2011-IAP-1,ZU 120/2-1,SCHM 2158/5-1","Teams 217 and 320,CGL2011-2486,SAW-2011-IAP-1,Teams 217,Team 217,ZU 120/2-1,SCHM 2158/5-1",
articles:21519,10.1002/2017JA025010,"NNX13AE20G,NNX14AE06G,NNX14AF20G,NNX14AH54G,NNX15AB83,1135432,FA9550-16-1-0050","FA9550-16-1-0050,1135432,NNX15AB83,NNX14AH54G,NNX14AF20G,NNX14AE06G,NNX13AE20G","NNX13AE20G,NNX14AE06G"
articles:21522,10.1002/2017RS006453,,,
articles:21520,10.1175/JHM-D-17-0152.1,"NNX13AQ21G,AGS-1419445","NNX13AQ21G,AGS-1419445",
articles:21647,10.1175/WAF-D-17-0096.1,"Z15-20542,NNX15AN30H,RPI2.0","NNX15AN30H,Z15-20542",
articles:21375,10.1175/JCLI-D-17-0204.1,"DE-FC02-97ER62402,41375072,41530423","DE-FC02-97ER62402,41375072, 41530423",
articles:21521,10.1175/JAMC-D-17-0164.1,"NNX16AP28G,GCPEX-NNX11AP12G,OLYMPEX-NNX15AL39G,NNX16AD76G,NNX13AH73G","NNX16AP28G,NNX16AP27G,NNX11AP12G,NNX15AL39G,NNX16AD76G,ACE","NNX13AH73G,NNX16AP28G"
articles:21601,10.1002/2017MS001232,"AGS-1135432,AGS-1135446,NNX14AE06G,NNX14AF20G,NNX14AH54G,NNX15AB83G,NNX16AB82G,NNX17AI42G,FA9550-16-1-0050","AGS-1135432,AGS-1135446,NNX14AE06G,NNX14AF20G,NNX14AH54G,NNX15AB83G,NNX16AB82G,NNX17AI42G,FA9550-16-1-0050","NNX14AE06G,NNX16AB82G,NNX17AI42G"
articles:21518,10.1002/2017JA025105,"41704153,41421063,41304123","41704153,41304123,41421063",
articles:21496,10.1175/JAS-D-17-0162.1,"AGS-1503860,AGS-1503885","AGS-1503860,AGS-1503885",
articles:21505,10.1175/BAMS-D-17-0226.1,,,
